forecastdate,state,district,special,candidate,party,incumbent,model,win_probability,voteshare,p10_voteshare,p90_voteshare
2018-10-29,MI,11,,Lena Epstein,R,false,deluxe,0.1765,45.19,41.02,49.34
2018-10-29,MI,11,,Others,,false,deluxe,0.0,4.03,1.51,7.07
2018-10-29,MI,12,,Debbie Dingell,D,true,deluxe,1.0,69.04,64.25,73.84
2018-10-29,MI,12,,Jeff Jones,R,false,deluxe,0.0,27.55,22.72,32.3
2018-10-29,MI,12,,Others,,false,deluxe,0.0,3.41,1.19,6.14
2018-10-29,MI,13,,Rashida Tlaib,D,false,deluxe,1.0,85.61,79.12,91.61
2018-10-29,MI,13,,Others,,false,deluxe,0.0,14.39,8.39,20.88
2018-10-29,MI,14,,Brenda Lawrence,D,true,deluxe,1.0,80.32,75.65,85.02
2018-10-29,MI,14,,Philip Kolody,Working Class,false,deluxe,0.0,3.36,1.16,6.04
2018-10-29,MI,14,,Marc S. Herschfus,R,false,deluxe,0.0,16.32,11.6,20.98
2018-10-29,MN,1,,Dan Feehan,D,false,deluxe,0.5524,50.4,46.47,54.28
2018-10-29,MN,1,,Jim Hagedorn,R,false,deluxe,0.4476,49.6,45.72,53.53
2018-10-29,MN,2,,Angie Craig,D,false,deluxe,0.8635,53.16,49.45,56.85
2018-10-29,MN,2,,Jason Lewis,R,true,deluxe,0.1365,46.84,43.15,50.55
2018-10-29,MN,3,,Dean Phillips,D,false,deluxe,0.8563,53.16,49.32,57.04
2018-10-29,MN,3,,Erik Paulsen,R,true,deluxe,0.1437,46.84,42.96,50.68
2018-10-29,MN,4,,Betty McCollum,D,true,deluxe,1.0,67.59,62.66,72.53
2018-10-29,MN,4,,Susan Pendergast Sindt,Legal Marijuana Now,false,deluxe,0.0,3.69,1.32,6.54
2018-10-29,MN,4,,Greg Ryan,R,false,deluxe,0.0,28.72,23.69,33.61
2018-10-29,MN,5,,Ilhan Omar,D,false,deluxe,1.0,80.69,76.29,85.1
2018-10-29,MN,5,,Jennifer Zielinski,R,false,deluxe,0.0,19.31,14.9,23.71
2018-10-29,MN,6,,Tom Emmer,R,true,deluxe,0.9992,63.19,58.6,67.82
2018-10-29,MN,6,,Ian Todd,D,false,deluxe,0.0008,36.81,32.18,41.4
2018-10-29,MN,7,,Collin C. Peterson,D,true,deluxe,0.9598,56.51,51.81,61.18
2018-10-29,MN,7,,Dave Hughes,R,false,deluxe,0.0402,43.49,38.82,48.19
2018-10-29,MN,8,,Pete Stauber,R,false,deluxe,0.8039,50.93,45.96,55.83
2018-10-29,MN,8,,Joe Radinovich,D,false,deluxe,0.196,44.77,39.79,49.69
2018-10-29,MN,8,,Ray Skip Sandman,Independence Party,false,deluxe,0.0,4.3,1.65,7.5
2018-10-29,MO,1,,"William ""Lacy"" Clay Jr.",D,true,deluxe,1.0,78.68,73.91,83.41
2018-10-29,MO,1,,Robb Cunningham,LIB,false,deluxe,0.0,3.49,1.23,6.25
2018-10-29,MO,1,,Robert Vroman,R,false,deluxe,0.0,17.83,13.11,22.55
2018-10-29,MO,2,,Ann Wagner,R,true,deluxe,0.9173,52.82,48.48,57.1
2018-10-29,MO,2,,Cort VanOstran,D,false,deluxe,0.0827,43.93,39.61,48.22
2018-10-29,MO,2,,Others,,false,deluxe,0.0,3.25,1.11,5.87
2018-10-29,MO,3,,Blaine Luetkemeyer,R,true,deluxe,1.0,66.2,61.36,71.04
2018-10-29,MO,3,,Katy Geppert,D,false,deluxe,0.0,30.5,25.61,35.29
2018-10-29,MO,3,,Donald Stolle,LIB,false,deluxe,0.0,3.31,1.14,5.95
2018-10-29,MO,4,,Vicky Hartzler,R,true,deluxe,0.9996,62.42,57.71,67.04
2018-10-29,MO,4,,Renee Hoagenson,D,false,deluxe,0.0004,34.3,29.6,39.0
2018-10-29,MO,4,,Mark Bliss,LIB,false,deluxe,0.0,3.28,1.12,5.94
2018-10-29,MO,5,,Emanuel Cleaver,D,true,deluxe,0.9995,62.64,57.74,67.52
2018-10-29,MO,5,,Jacob Turk,R,false,deluxe,0.0005,33.58,28.66,38.46
2018-10-29,MO,5,,Others,,false,deluxe,0.0,3.78,1.38,6.71
2018-10-29,MO,6,,Sam Graves,R,true,deluxe,0.9997,64.37,59.46,69.25
2018-10-29,MO,6,,Henry Robert Martin,D,false,deluxe,0.0003,32.39,27.49,37.27
2018-10-29,MO,6,,Dan Hogan,LIB,false,deluxe,0.0,3.24,1.11,5.89
2018-10-29,MO,7,,Billy Long,R,true,deluxe,1.0,67.53,62.66,72.34
2018-10-29,MO,7,,Jamie Daniel Schoolcraft,D,false,deluxe,0.0,29.08,24.22,33.9
2018-10-29,MO,7,,Benjamin Brixey,LIB,false,deluxe,0.0,3.39,1.18,6.11
2018-10-29,MO,8,,Jason Smith,R,true,deluxe,0.9999,69.02,63.79,74.27
2018-10-29,MO,8,,Kathy Ellis,D,false,deluxe,0.0001,27.54,22.29,32.76
2018-10-29,MO,8,,Jonathan Shell,LIB,false,deluxe,0.0,3.44,1.2,6.14
2018-10-29,MS,1,,Trent Kelly,R,true,deluxe,0.9996,61.94,57.45,66.42
2018-10-29,MS,1,,Randy Wadkins,D,false,deluxe,0.0004,35.3,30.78,39.77
2018-10-29,MS,1,,Tracella Lou O'Hara Hill,REF,false,deluxe,0.0,2.76,0.88,5.12
2018-10-29,MS,2,,Bennie G. Thompson,D,true,deluxe,1.0,75.52,70.85,80.2
2018-10-29,MS,2,,Irving Harris,REF,false,deluxe,0.0,21.94,17.23,26.54
2018-10-29,MS,2,,Others,,false,deluxe,0.0,2.54,0.67,4.96
2018-10-29,MS,3,,Michael Guest,R,false,deluxe,0.9975,59.11,54.43,63.75
2018-10-29,MS,3,,Michael Ted Evans,D,false,deluxe,0.0025,37.53,32.85,42.21
2018-10-29,MS,3,,Matthew Holland,REF,false,deluxe,0.0,3.36,1.15,6.05
2018-10-29,MS,4,,Steven Palazzo,R,true,deluxe,0.9966,59.55,54.8,64.28
2018-10-29,MS,4,,Jeramey Anderson,D,false,deluxe,0.0033,37.93,33.17,42.64
2018-10-29,MS,4,,Lajena Sheets,REF,false,deluxe,0.0,2.52,0.78,4.7
2018-10-29,MT,1,,Greg Gianforte,R,true,deluxe,0.7943,50.76,46.56,54.88
2018-10-29,MT,1,,Kathleen Williams,D,false,deluxe,0.2057,45.81,41.63,49.98
2018-10-29,MT,1,,Elinor Swanson,LIB,false,deluxe,0.0,3.43,1.19,6.16
2018-10-29,NC,1,,G.K. Butterfield,D,true,deluxe,1.0,72.53,67.87,77.18
2018-10-29,NC,1,,Roger Allison,R,false,deluxe,0.0,27.47,22.82,32.13
2018-10-29,NC,2,,George Holding,R,true,deluxe,0.6827,50.17,45.92,54.38
2018-10-29,NC,2,,Linda Coleman,D,false,deluxe,0.3172,47.21,42.93,51.43
2018-10-29,NC,2,,Jeff Matemu,LIB,false,deluxe,0.0,2.62,0.82,4.87
2018-10-29,NC,3,,Walter B. Jones,R,true,deluxe,1.0,100.0,100.0,100.0
2018-10-29,NC,4,,David Price,D,true,deluxe,1.0,74.84,70.16,79.49
2018-10-29,NC,4,,Barbara Howe,LIB,false,deluxe,0.0,2.87,0.93,5.28
2018-10-29,NC,4,,Steve Von Loor,R,false,deluxe,0.0,22.29,17.61,26.91
2018-10-29,NC,5,,Virginia Foxx,R,true,deluxe,0.9801,58.29,53.33,63.28
2018-10-29,NC,5,,DD Adams,D,false,deluxe,0.0199,41.71,36.72,46.67
2018-10-29,NC,6,,Mark Walker,R,true,deluxe,0.9514,56.76,51.67,61.85
2018-10-29,NC,6,,Ryan Watts,D,false,deluxe,0.0486,43.24,38.15,48.33
2018-10-29,NC,7,,David Rouzer,R,true,deluxe,0.9447,54.47,49.65,59.39
2018-10-29,NC,7,,Kyle Horton,D,false,deluxe,0.0553,42.65,37.7,47.46
2018-10-29,NC,7,,David Fallin,CON,false,deluxe,0.0,2.89,0.94,5.28
2018-10-29,NC,8,,Richard Hudson,R,true,deluxe,0.9254,55.37,50.65,60.21
2018-10-29,NC,8,,Frank McNeill,D,false,deluxe,0.0746,44.63,39.79,49.35
2018-10-29,NC,9,,Dan McCready,D,false,deluxe,0.5886,49.12,45.12,53.1
2018-10-29,NC,9,,Mark Harris,R,false,deluxe,0.4114,47.83,43.82,51.79
2018-10-29,NC,9,,Jeff Scott,LIB,false,deluxe,0.0,3.05,1.02,5.55
2018-10-29,NC,10,,Patrick T. McHenry,R,true,deluxe,0.9984,61.95,57.33,66.55
2018-10-29,NC,10,,David Brown,D,false,deluxe,0.0016,38.05,33.45,42.67
2018-10-29,NC,11,,Mark Meadows,R,true,deluxe,0.9972,60.32,55.3,65.25
2018-10-29,NC,11,,Phillip G. Price,D,false,deluxe,0.0028,36.87,31.93,41.86
2018-10-29,NC,11,,Clifton Ingram Jr.,LIB,false,deluxe,0.0,2.81,0.91,5.19
2018-10-29,NC,12,,Alma Adams,D,true,deluxe,1.0,72.74,68.17,77.32
2018-10-29,NC,12,,Paul Wright,R,false,deluxe,0.0,27.26,22.68,31.83
2018-10-29,NC,13,,Ted Budd,R,true,deluxe,0.6279,49.48,45.34,53.55
2018-10-29,NC,13,,Kathy Manning,D,false,deluxe,0.3721,47.52,43.44,51.61
2018-10-29,NC,13,,Others,,false,deluxe,0.0,3.01,0.98,5.5
2018-10-29,ND,1,,Kelly Armstrong,R,false,deluxe,0.9972,57.65,53.17,62.07
2018-10-29,ND,1,,Mac Schneider,D,false,deluxe,0.0028,37.75,33.25,42.19
2018-10-29,ND,1,,Charles Tuttle,IND,false,deluxe,0.0,4.6,1.82,7.93
2018-10-29,NE,1,,Jeff Fortenberry,R,true,deluxe,0.9982,60.78,56.58,64.97
2018-10-29,NE,1,,Jessica McClure,D,false,deluxe,0.0018,39.22,35.03,43.42
2018-10-29,NE,2,,Don Bacon,R,true,deluxe,0.6644,51.48,47.01,55.95
2018-10-29,NE,2,,Kara Eastman,D,false,deluxe,0.3356,48.52,44.05,52.99
2018-10-29,NE,3,,Adrian Smith,R,true,deluxe,1.0,71.77,66.9,76.57
2018-10-29,NE,3,,Paul Theobald,D,false,deluxe,0.0,28.23,23.43,33.1
2018-10-29,NH,1,,Chris Pappas,D,false,deluxe,0.9255,52.25,47.79,56.7
2018-10-29,NH,1,,Eddie Edwards,R,false,deluxe,0.0745,42.92,38.4,47.36
2018-10-29,NH,1,,Others,,false,deluxe,0.0,4.83,1.95,8.28
2018-10-29,NH,2,,Ann Kuster,D,true,deluxe,0.9979,58.24,53.71,62.78
2018-10-29,NH,2,,Steven Negron,R,false,deluxe,0.0021,37.37,32.8,41.83
2018-10-29,NH,2,,Others,,false,deluxe,0.0,4.39,1.69,7.61
2018-10-29,NJ,1,,Donald Norcross,D,true,deluxe,1.0,67.46,62.57,72.33
2018-10-29,NJ,1,,Paul E. Dilks,R,false,deluxe,0.0,29.08,24.17,33.88
2018-10-29,NJ,1,,Others,,false,deluxe,0.0,3.46,1.2,6.24
2018-10-29,NJ,2,,Jeff Van Drew,D,false,deluxe,0.9846,55.72,51.21,60.19
2018-10-29,NJ,2,,Seth Grossman,R,false,deluxe,0.0154,40.57,36.05,45.02
2018-10-29,NJ,2,,Others,,false,deluxe,0.0,3.71,1.33,6.62
2018-10-29,NJ,3,,Andy Kim,D,false,deluxe,0.5964,49.47,45.6,53.34
2018-10-29,NJ,3,,Tom MacArthur,R,true,deluxe,0.4036,48.1,44.22,51.92
2018-10-29,NJ,3,,Lawrence Berlinski Jr.,CON,false,deluxe,0.0,2.44,0.74,4.57
2018-10-29,NJ,4,,Chris Smith,R,true,deluxe,0.9704,55.62,50.36,60.78
2018-10-29,NJ,4,,Joshua Welle,D,false,deluxe,0.0296,40.39,35.15,45.56
2018-10-29,NJ,4,,Others,,false,deluxe,0.0,3.99,1.47,7.04
2018-10-29,NJ,5,,Josh Gottheimer,D,true,deluxe,0.9866,56.98,52.07,61.88
2018-10-29,NJ,5,,John J. McCann Jr.,R,false,deluxe,0.0134,39.8,34.85,44.67
2018-10-29,NJ,5,,Others,,false,deluxe,0.0,3.23,1.1,5.87
2018-10-29,NJ,6,,Frank Pallone Jr.,D,true,deluxe,0.9999,68.48,63.72,73.3
2018-10-29,NJ,6,,Richard J. Pezzullo,R,false,deluxe,0.0001,31.52,26.7,36.28
2018-10-29,NJ,7,,Tom Malinowski,D,false,deluxe,0.614,49.55,45.07,54.07
2018-10-29,NJ,7,,Leonard Lance,R,true,deluxe,0.386,47.66,43.1,52.14
2018-10-29,NJ,7,,Others,,false,deluxe,0.0,2.8,0.88,5.17
2018-10-29,NJ,8,,Albio Sires,D,true,deluxe,1.0,78.71,73.75,83.61
2018-10-29,NJ,8,,John R. Muniz,R,false,deluxe,0.0,17.88,12.96,22.79
2018-10-29,NJ,8,,Others,,false,deluxe,0.0,3.41,1.18,6.11
2018-10-29,NJ,9,,Bill Pascrell Jr.,D,true,deluxe,1.0,72.16,67.17,77.15
2018-10-29,NJ,9,,Claudio Belusic,LIB,false,deluxe,0.0,2.84,0.92,5.23
2018-10-29,NJ,9,,Eric P. Fisher,R,false,deluxe,0.0,25.0,19.98,29.96
2018-10-29,NJ,10,,Donald Payne Jr.,D,true,deluxe,1.0,84.73,80.25,89.14
2018-10-29,NJ,10,,Agha Khan,R,false,deluxe,0.0,11.29,6.78,15.68
2018-10-29,NJ,10,,Others,,false,deluxe,0.0,3.98,1.48,7.01
2018-10-29,NJ,11,,Mikie Sherrill,D,false,deluxe,0.8643,52.08,47.52,56.73
2018-10-29,NJ,11,,Jay Webber,R,false,deluxe,0.1357,44.64,39.97,49.2
2018-10-29,NJ,11,,Others,,false,deluxe,0.0,3.28,1.13,5.95
2018-10-29,NJ,12,,Bonnie Watson Coleman,D,true,deluxe,1.0,72.01,67.39,76.68
2018-10-29,NJ,12,,Daryl Kipnis,R,false,deluxe,0.0,27.99,23.32,32.61
2018-10-29,NM,1,,Debra A. Haaland,D,false,deluxe,0.9931,57.05,52.34,61.78
2018-10-29,NM,1,,Janice E. Arnold-Jones,R,false,deluxe,0.0069,38.53,33.73,43.22
2018-10-29,NM,1,,Lloyd Princeton,LIB,false,deluxe,0.0,4.42,1.71,7.66
2018-10-29,NM,2,,Yvette Herrell,R,false,deluxe,0.5344,50.24,46.32,54.19
2018-10-29,NM,2,,Xochitl Torres Small,D,false,deluxe,0.4656,49.76,45.81,53.68
2018-10-29,NM,3,,Ben R. Lujan,D,true,deluxe,0.9997,62.19,57.65,66.68
2018-10-29,NM,3,,Jerald Steve McFall,R,false,deluxe,0.0003,33.99,29.43,38.49
2018-10-29,NM,3,,Christopher Manning,LIB,false,deluxe,0.0,3.82,1.41,6.73
2018-10-29,NV,1,,Dina Titus,D,true,deluxe,0.9999,66.39,60.95,71.81
2018-10-29,NV,1,,Joyce Bentley,R,false,deluxe,0.0001,28.84,23.37,34.25
2018-10-29,NV,1,,Others,,false,deluxe,0.0,4.77,1.89,8.2
2018-10-29,NV,2,,Mark Amodei,R,true,deluxe,0.9732,58.73,53.18,64.35
2018-10-29,NV,2,,Clint Koble,D,false,deluxe,0.0268,41.27,35.65,46.82
2018-10-29,NV,3,,Susie Lee,D,false,deluxe,0.7863,49.84,45.14,54.48
2018-10-29,NV,3,,Danny Tarkanian,R,false,deluxe,0.2137,44.66,39.99,49.27
2018-10-29,NV,3,,Others,,false,deluxe,0.0,5.5,2.33,9.21
2018-10-29,NV,4,,Steven A. Horsford,D,false,deluxe,0.8439,50.81,45.57,56.02
2018-10-29,NV,4,,Cresent Hardy,R,false,deluxe,0.1561,43.34,38.11,48.47
2018-10-29,NV,4,,Others,,false,deluxe,0.0,5.84,2.5,9.77
2018-10-29,NY,1,,Lee Zeldin,R,true,deluxe,0.9184,53.06,48.8,57.29
2018-10-29,NY,1,,Perry Gershon,D,false,deluxe,0.0816,44.16,39.94,48.45
2018-10-29,NY,1,,Others,,false,deluxe,0.0,2.78,0.88,5.15
2018-10-29,NY,2,,Pete King,R,true,deluxe,0.8463,54.0,48.93,59.08
2018-10-29,NY,2,,Liuba Grechen Shirley,D,false,deluxe,0.1537,46.0,40.92,51.07
2018-10-29,NY,3,,Thomas Suozzi,D,true,deluxe,0.9971,62.13,57.08,67.14
2018-10-29,NY,3,,Dan DeBono,R,false,deluxe,0.0029,37.87,32.86,42.92
2018-10-29,NY,4,,Kathleen Rice,D,true,deluxe,0.9997,65.76,60.82,70.82
2018-10-29,NY,4,,Ameer Benno,R,false,deluxe,0.0003,34.24,29.18,39.18
2018-10-29,NY,5,,Gregory W. Meeks,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-29,NY,6,,Grace Meng,D,true,deluxe,0.9999,84.36,77.75,90.51
2018-10-29,NY,6,,Tom Hillgardner,GRE,false,deluxe,0.0001,15.64,9.49,22.25
2018-10-29,NY,7,,Nydia M. Velázquez,D,true,deluxe,1.0,89.74,84.07,94.81
2018-10-29,NY,7,,Others,,false,deluxe,0.0,10.26,5.19,15.93
2018-10-29,NY,8,,Hakeem Jeffries,D,true,deluxe,1.0,89.28,83.46,94.47
2018-10-29,NY,8,,Others,,false,deluxe,0.0,10.72,5.53,16.54
2018-10-29,NY,9,,Yvette D. Clarke,D,true,deluxe,1.0,83.7,79.2,88.23
2018-10-29,NY,9,,Joel Anabilah-Azumah,Reform Party,false,deluxe,0.0,3.29,1.13,5.94
2018-10-29,NY,9,,Lutchi Gayot,R,false,deluxe,0.0,13.0,8.44,17.46
2018-10-29,NY,10,,Jerrold Nadler,D,true,deluxe,1.0,80.42,75.48,85.37
2018-10-29,NY,10,,Naomi Levin,R,false,deluxe,0.0,19.58,14.63,24.52
2018-10-29,NY,11,,Daniel Donovan,R,true,deluxe,0.7772,51.08,46.63,55.47
2018-10-29,NY,11,,Max N. Rose,D,false,deluxe,0.2228,46.1,41.68,50.51
2018-10-29,NY,11,,Henry Bardel,G,false,deluxe,0.0,2.82,0.91,5.21
2018-10-29,NY,12,,Carolyn Maloney,D,true,deluxe,1.0,82.22,76.87,87.4
2018-10-29,NY,12,,Scott Hutchins,GRE,false,deluxe,0.0,3.24,1.11,5.86
2018-10-29,NY,12,,Eliot Rabin,R,false,deluxe,0.0,14.54,9.27,19.87
2018-10-29,NY,13,,Adriano Espaillat,D,true,deluxe,1.0,92.76,89.58,95.93
2018-10-29,NY,13,,Jineea Butler,R,false,deluxe,0.0,7.24,4.07,10.42
2018-10-29,NY,14,,Alexandria Ocasio-Cortez,D,false,deluxe,1.0,79.55,74.79,84.25
2018-10-29,NY,14,,Joseph Crowley,WOF,true,deluxe,0.0,3.72,1.34,6.59
2018-10-29,NY,14,,Anthony Pappas,R,false,deluxe,0.0,16.73,12.0,21.48
2018-10-29,NY,15,,José E. Serrano,D,true,deluxe,1.0,95.82,93.47,98.18
2018-10-29,NY,15,,Jason Gonzalez,R,false,deluxe,0.0,4.18,1.82,6.53
2018-10-29,NY,16,,Eliot Engel,D,true,deluxe,1.0,100.0,100.0,100.0
2018-10-29,NY,17,,Nita Lowey,D,true,deluxe,0.9998,81.23,74.31,87.75
2018-10-29,NY,17,,Joseph Ciardullo,REF,false,deluxe,0.0002,18.77,12.25,25.69
2018-10-29,NY,18,,Sean Patrick Maloney,D,true,deluxe,0.9939,59.96,55.22,64.77
2018-10-29,NY,18,,James O'Donnell,R,false,deluxe,0.0061,40.04,35.23,44.78
2018-10-29,NY,19,,Antonio Delgado,D,false,deluxe,0.5951,49.25,45.03,53.5
2018-10-29,NY,19,,John Faso,R,true,deluxe,0.4049,47.78,43.49,51.99
2018-10-29,NY,19,,Others,,false,deluxe,0.0,2.98,0.99,5.46
2018-10-29,NY,20,,Paul D. Tonko,D,true,deluxe,1.0,69.64,65.03,74.29
2018-10-29,NY,20,,Francis Vitollo,R,false,deluxe,0.0,30.36,25.71,34.97
2018-10-29,NY,21,,Elise Stefanik,R,true,deluxe,0.9344,54.18,49.42,58.91
2018-10-29,NY,21,,Tedra L. Cobb,D,false,deluxe,0.0656,43.24,38.47,48.0
2018-10-29,NY,21,,Lynn Kahn,GRE,false,deluxe,0.0,2.58,0.8,4.82
2018-10-29,NY,22,,Anthony Brindisi,D,false,deluxe,0.604,50.77,46.84,54.76
2018-10-29,NY,22,,Claudia Tenney,R,true,deluxe,0.396,49.23,45.24,53.16
2018-10-29,NY,23,,Tom Reed,R,true,deluxe,0.9124,54.56,50.24,58.85
2018-10-29,NY,23,,Tracy Mitrano,D,false,deluxe,0.0876,45.44,41.15,49.76
2018-10-29,NY,24,,John Katko,R,true,deluxe,0.8164,53.0,48.71,57.24
2018-10-29,NY,24,,Dana Balter,D,false,deluxe,0.1836,47.0,42.76,51.29
2018-10-29,NY,25,,Joseph D. Morelle,D,false,deluxe,0.9984,61.29,57.07,65.56
2018-10-29,NY,25,,Jim Maxwell,R,false,deluxe,0.0016,38.71,34.44,42.93
2018-10-29,NY,26,,Brian Higgins,D,true,deluxe,1.0,73.14,68.54,77.73
2018-10-29,NY,26,,Renee Zeno,R,false,deluxe,0.0,26.86,22.27,31.46
2018-10-29,NY,27,,Chris Collins,R,true,deluxe,0.7499,50.62,46.35,54.83
2018-10-29,NY,27,,Nate McMurray,D,false,deluxe,0.2501,46.45,42.2,50.65
2018-10-29,NY,27,,Larry Piegza,REF,false,deluxe,0.0,2.94,0.97,5.37
2018-10-29,OH,1,,Steve Chabot,R,true,deluxe,0.7831,50.98,46.85,55.06
2018-10-29,OH,1,,Aftab Pureval,D,false,deluxe,0.2169,46.29,42.2,50.32
2018-10-29,OH,1,,Dirk Kubala,LIB,false,deluxe,0.0,2.73,0.86,5.06
2018-10-29,OH,2,,Brad Wenstrup,R,true,deluxe,0.979,56.63,51.52,61.77
2018-10-29,OH,2,,Jill Schiller,D,false,deluxe,0.021,40.36,35.16,45.45
2018-10-29,OH,2,,James Condit Jr.,GRE,false,deluxe,0.0,3.01,0.99,5.5
2018-10-29,OH,3,,Joyce Beatty,D,true,deluxe,1.0,74.3,69.73,78.9
2018-10-29,OH,3,,Jim Burgess,R,false,deluxe,0.0,25.7,21.1,30.27
2018-10-29,OH,4,,Jim Jordan,R,true,deluxe,0.9793,58.39,53.32,63.46
2018-10-29,OH,4,,Janet Garrett,D,false,deluxe,0.0207,41.61,36.54,46.68
2018-10-29,OH,5,,Robert E. Latta,R,true,deluxe,0.9987,60.97,56.06,65.8
2018-10-29,OH,5,,J. Michael Galbraith,D,false,deluxe,0.0013,35.97,31.09,40.85
2018-10-29,OH,5,,Don Kissick,LIB,false,deluxe,0.0,3.06,1.02,5.57
2018-10-29,OH,6,,Bill Johnson,R,true,deluxe,1.0,68.38,63.44,73.32
2018-10-29,OH,6,,Shawna Roberts,D,false,deluxe,0.0,31.62,26.68,36.56
2018-10-29,OH,7,,Bob Gibbs,R,true,deluxe,0.9593,56.95,51.98,61.88
2018-10-29,OH,7,,Ken Harbaugh,D,false,deluxe,0.0407,43.05,38.12,48.02
2018-10-29,OH,8,,Warren Davidson,R,true,deluxe,0.9998,66.55,61.74,71.34
2018-10-29,OH,8,,Vanessa Enoch,D,false,deluxe,0.0002,33.45,28.66,38.26
2018-10-29,OH,9,,Marcy Kaptur,D,true,deluxe,1.0,71.1,66.5,75.66
2018-10-29,OH,9,,Steven W. Kraus,R,false,deluxe,0.0,28.9,24.34,33.5
2018-10-29,OH,10,,Michael Turner,R,true,deluxe,0.9346,54.19,49.22,59.02
2018-10-29,OH,10,,Theresa A. Gasper,D,false,deluxe,0.0654,42.89,38.02,47.78
2018-10-29,OH,10,,David Harlow,LIB,false,deluxe,0.0,2.93,0.96,5.38
2018-10-29,OH,11,,Marcia L. Fudge,D,true,deluxe,1.0,81.58,76.99,86.19
2018-10-29,OH,11,,Beverly A. Goldstein,R,false,deluxe,0.0,18.42,13.81,23.01
2018-10-29,OH,12,,Troy Balderson,R,true,deluxe,0.6324,49.64,45.63,53.61
2018-10-29,OH,12,,Danny O'Connor,D,false,deluxe,0.3676,47.71,43.71,51.63
2018-10-29,OH,12,,Joe Manchik,GRE,false,deluxe,0.0,2.65,0.83,4.9
2018-10-29,OH,13,,Tim Ryan,D,true,deluxe,0.9999,68.25,63.64,72.91
2018-10-29,OH,13,,Chris DePizzo,R,false,deluxe,0.0001,31.75,27.09,36.36
2018-10-29,OH,14,,David Joyce,R,true,deluxe,0.8644,54.02,49.31,58.68
2018-10-29,OH,14,,Betsy Rader,D,false,deluxe,0.1356,45.98,41.32,50.69
2018-10-29,OH,15,,Steve Stivers,R,true,deluxe,0.9847,56.71,51.85,61.52
2018-10-29,OH,15,,Rick Neal,D,false,deluxe,0.0153,40.3,35.46,45.15
2018-10-29,OH,15,,Johnathan Miller,LIB,false,deluxe,0.0,2.99,0.99,5.46
2018-10-29,OH,16,,Anthony Gonzalez,R,false,deluxe,0.9708,57.14,52.44,61.81
2018-10-29,OH,16,,Susan Moran Palmer,D,false,deluxe,0.0292,42.86,38.19,47.56
2018-10-29,OK,1,,Kevin Hern,R,false,deluxe,0.9989,60.75,56.8,64.74
2018-10-29,OK,1,,Tim Gilpin,D,false,deluxe,0.0011,39.25,35.26,43.2
2018-10-29,OK,2,,Markwayne Mullin,R,true,deluxe,0.9986,62.2,56.61,67.71
2018-10-29,OK,2,,Jason Nichols,D,false,deluxe,0.0014,33.83,28.26,39.39
2018-10-29,OK,2,,Others,,false,deluxe,0.0,3.97,1.47,6.99
2018-10-29,OK,3,,Frank Lucas,R,true,deluxe,0.9999,71.18,65.96,76.42
2018-10-29,OK,3,,Frankie Robbins,D,false,deluxe,0.0001,28.82,23.58,34.04
2018-10-29,OK,4,,Tom Cole,R,true,deluxe,0.9999,65.57,61.11,69.92
2018-10-29,OK,4,,Mary Brannon,D,false,deluxe,0.0001,31.32,26.9,35.73
2018-10-29,OK,4,,Ruby Peters,I,false,deluxe,0.0,3.11,1.03,5.64
2018-10-29,OK,5,,Steve Russell,R,true,deluxe,0.9074,54.52,50.16,58.89
2018-10-29,OK,5,,Kendra Horn,D,false,deluxe,0.0926,45.48,41.11,49.84
2018-10-29,OR,1,,Suzanne Bonamici,D,true,deluxe,0.9999,65.52,60.61,70.41
2018-10-29,OR,1,,John Verbeek,R,false,deluxe,0.0001,30.23,25.26,35.09
2018-10-29,OR,1,,Drew Layda,LIB,false,deluxe,0.0,4.25,1.61,7.39
2018-10-29,OR,2,,Greg Walden,R,true,deluxe,0.993,57.59,52.61,62.47
2018-10-29,OR,2,,Jamie McLeod-Skinner,D,false,deluxe,0.007,38.28,33.34,43.18
2018-10-29,OR,2,,Mark Roberts,IPO,false,deluxe,0.0,4.13,1.57,7.23
2018-10-29,OR,3,,Earl Blumenauer,D,true,deluxe,1.0,83.4,76.58,89.75
2018-10-29,OR,3,,Others,,false,deluxe,0.0,16.6,10.25,23.42
2018-10-29,OR,4,,Peter DeFazio,D,true,deluxe,0.9969,59.18,54.28,64.12
2018-10-29,OR,4,,Arthur B. Robinson,R,false,deluxe,0.003,36.79,31.82,41.66
2018-10-29,OR,4,,Michael Bellstein,GRE,false,deluxe,0.0,4.03,1.51,7.08
2018-10-29,OR,5,,Kurt Schrader,D,true,deluxe,0.9404,55.56,49.12,61.89
2018-10-29,OR,5,,Mark Callahan,R,false,deluxe,0.0596,40.19,33.8,46.57
2018-10-29,OR,5,,Others,,false,deluxe,0.0,4.26,1.63,7.4
2018-10-29,PA,1,,Brian Fitzpatrick,R,true,deluxe,0.5203,50.17,46.18,54.12
2018-10-29,PA,1,,Scott Wallace,D,false,deluxe,0.4797,49.83,45.88,53.82
2018-10-29,PA,2,,Brendan Boyle,D,true,deluxe,1.0,79.43,74.92,83.95
2018-10-29,PA,2,,David Torres,R,false,deluxe,0.0,20.57,16.05,25.08
2018-10-29,PA,3,,Dwight Evans,D,true,deluxe,1.0,92.6,89.6,95.63
